0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256
0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256
0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256
0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256
0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256
0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256
0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256,0.350305256
0.31144046,0.345945382,0.314367463,0.367940263,0.346895865,0.32476208,0.348189858
0.348189858,0.31144046,0.345945382,0.314367463,0.367940263,0.346895865,0.37704158
0.37704158,0.348189858,0.31144046,0.345945382,0.314367463,0.367940263,0.318336689
0.318336689,0.37704158,0.348189858,0.31144046,0.345945382,0.314367463,0.226512441
0.226512441,0.318336689,0.37704158,0.348189858,0.31144046,0.345945382,0.385011347
0.385011347,0.226512441,0.318336689,0.37704158,0.348189858,0.31144046,0.373554892
0.373554892,0.385011347,0.226512441,0.318336689,0.37704158,0.348189858,0.304786561
0.304786561,0.373554892,0.385011347,0.226512441,0.318336689,0.37704158,0.219980386
0.219980386,0.304786561,0.373554892,0.385011347,0.226512441,0.318336689,0.379428865
0.379428865,0.219980386,0.304786561,0.373554892,0.385011347,0.226512441,0.393054346
0.393054346,0.379428865,0.219980386,0.304786561,0.373554892,0.385011347,0.377492313
0.377492313,0.393054346,0.379428865,0.219980386,0.304786561,0.373554892,0.326398835
0.326398835,0.377492313,0.393054346,0.379428865,0.219980386,0.304786561,0.342555535
0.342555535,0.326398835,0.377492313,0.393054346,0.379428865,0.219980386,0.345839954
0.345839954,0.342555535,0.326398835,0.377492313,0.393054346,0.379428865,0.297875721
0.297875721,0.345839954,0.342555535,0.326398835,0.377492313,0.393054346,0.370390063
0.370390063,0.297875721,0.345839954,0.342555535,0.326398835,0.377492313,0.382518332
0.382518332,0.370390063,0.297875721,0.345839954,0.342555535,0.326398835,0.443502598
0.443502598,0.382518332,0.370390063,0.297875721,0.345839954,0.342555535,0.351120882
0.351120882,0.443502598,0.382518332,0.370390063,0.297875721,0.345839954,0.251847528
0.251847528,0.351120882,0.443502598,0.382518332,0.370390063,0.297875721,0.303265981
0.303265981,0.251847528,0.351120882,0.443502598,0.382518332,0.370390063,0.29282261
0.29282261,0.303265981,0.251847528,0.351120882,0.443502598,0.382518332,0.356633867
0.356633867,0.29282261,0.303265981,0.251847528,0.351120882,0.443502598,0.279325461
0.279325461,0.356633867,0.29282261,0.303265981,0.251847528,0.351120882,0.360559436
0.360559436,0.279325461,0.356633867,0.29282261,0.303265981,0.251847528,0.431559484
0.431559484,0.360559436,0.279325461,0.356633867,0.29282261,0.303265981,0.364375451
0.364375451,0.431559484,0.360559436,0.279325461,0.356633867,0.29282261,0.314744199
0.314744199,0.364375451,0.431559484,0.360559436,0.279325461,0.356633867,0.245952741
0.245952741,0.314744199,0.364375451,0.431559484,0.360559436,0.279325461,0.525384723
0.525384723,0.245952741,0.314744199,0.364375451,0.431559484,0.360559436,0.384439935
0.384439935,0.525384723,0.245952741,0.314744199,0.364375451,0.431559484,0.371350976
0.371350976,0.384439935,0.525384723,0.245952741,0.314744199,0.364375451,0.30064104
0.30064104,0.371350976,0.384439935,0.525384723,0.245952741,0.314744199,0.368413393
0.368413393,0.30064104,0.371350976,0.384439935,0.525384723,0.245952741,0.468096962
0.468096962,0.368413393,0.30064104,0.371350976,0.384439935,0.525384723,0.295658986
0.295658986,0.468096962,0.368413393,0.30064104,0.371350976,0.384439935,0.406713127
0.406713127,0.295658986,0.468096962,0.368413393,0.30064104,0.371350976,0.295411062
0.295411062,0.406713127,0.295658986,0.468096962,0.368413393,0.30064104,0.319124378
0.319124378,0.295411062,0.406713127,0.295658986,0.468096962,0.368413393,0.379027454
0.379027454,0.319124378,0.295411062,0.406713127,0.295658986,0.468096962,0.437924606
0.437924606,0.379027454,0.319124378,0.295411062,0.406713127,0.295658986,0.293592414
0.293592414,0.437924606,0.379027454,0.319124378,0.295411062,0.406713127,0.404900596
0.404900596,0.293592414,0.437924606,0.379027454,0.319124378,0.295411062,0.320649758
0.320649758,0.404900596,0.293592414,0.437924606,0.379027454,0.319124378,0.386537763
0.386537763,0.320649758,0.404900596,0.293592414,0.437924606,0.379027454,0.405450954
0.405450954,0.386537763,0.320649758,0.404900596,0.293592414,0.437924606,0.385979629
0.385979629,0.405450954,0.386537763,0.320649758,0.404900596,0.293592414,0.379632008
0.379632008,0.385979629,0.405450954,0.386537763,0.320649758,0.404900596,0.391071091
0.391071091,0.379632008,0.385979629,0.405450954,0.386537763,0.320649758,0.343641586
0.343641586,0.391071091,0.379632008,0.385979629,0.405450954,0.386537763,0.295684667
0.295684667,0.343641586,0.391071091,0.379632008,0.385979629,0.405450954,0.345850834
0.345850834,0.295684667,0.343641586,0.391071091,0.379632008,0.385979629,0.403660491
0.403660491,0.345850834,0.295684667,0.343641586,0.391071091,0.379632008,0.401933282
0.401933282,0.403660491,0.345850834,0.295684667,0.343641586,0.391071091,0.263397063
0.263397063,0.401933282,0.403660491,0.345850834,0.295684667,0.343641586,0.3387691
0.3387691,0.263397063,0.401933282,0.403660491,0.345850834,0.295684667,0.303964483
0.303964483,0.3387691,0.263397063,0.401933282,0.403660491,0.345850834,0.511930707
0.511930707,0.303964483,0.3387691,0.263397063,0.401933282,0.403660491,0.341595567
0.341595567,0.511930707,0.303964483,0.3387691,0.263397063,0.401933282,0.22757822
0.22757822,0.341595567,0.511930707,0.303964483,0.3387691,0.263397063,0.36345922
0.36345922,0.22757822,0.341595567,0.511930707,0.303964483,0.3387691,0.404537922
0.404537922,0.36345922,0.22757822,0.341595567,0.511930707,0.303964483,0.418102669
0.418102669,0.404537922,0.36345922,0.22757822,0.341595567,0.511930707,0.379283516
0.379283516,0.418102669,0.404537922,0.36345922,0.22757822,0.341595567,0.366943265
0.366943265,0.379283516,0.418102669,0.404537922,0.36345922,0.22757822,0.368647395
0.368647395,0.366943265,0.379283516,0.418102669,0.404537922,0.36345922,0.243267045
0.243267045,0.368647395,0.366943265,0.379283516,0.418102669,0.404537922,0.317620717
0.317620717,0.243267045,0.368647395,0.366943265,0.379283516,0.418102669,0.353160644
0.353160644,0.317620717,0.243267045,0.368647395,0.366943265,0.379283516,0.375379095
0.375379095,0.353160644,0.317620717,0.243267045,0.368647395,0.366943265,0.343647326
0.343647326,0.375379095,0.353160644,0.317620717,0.243267045,0.368647395,0.320049652
0.320049652,0.343647326,0.375379095,0.353160644,0.317620717,0.243267045,0.321556109
0.321556109,0.320049652,0.343647326,0.375379095,0.353160644,0.317620717,0.295132016
0.295132016,0.321556109,0.320049652,0.343647326,0.375379095,0.353160644,0.30335165
0.30335165,0.295132016,0.321556109,0.320049652,0.343647326,0.375379095,0.234506869
